state,date,cases,deaths,cases_weekly_change,deaths_weekly_change,state,date,total_vaccinations,total_vaccinations_per_hundred,people_vaccinated,people_vaccinated_per_hundred,people_fully_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_weekly_change,total_vaccinations_per_hundred_weekly_change,people_vaccinated_weekly_change,people_vaccinated_per_hundred_weekly_change,people_fully_vaccinated_weekly_change,people_fully_vaccinated_per_hundred_weekly_change
Nebraska,11/6/2021,289282,2784,0.019269705,0.006143808,Nebraska,11/6/2021,2388628,123.48,1186856,,1093116,56.51,0.022571087,0.022524042,0.006132484,,0.004931331,0.004979518
Nebraska,1/23/2021,187974,1966,0.033420324,0.03256297,Nebraska,1/23/2021,124069,6.41,103620,,19646,1.02,,,,,,
Nebraska,1/30/2021,191569,2025,0.019124985,0.030010223,Nebraska,1/30/2021,167276,8.65,125263,,41093,2.12,0.3482498,0.349453919,0.20886898,,1.0916727,1.07843126
Nebraska,2/6/2021,194422,2081,0.014892817,0.02765429,Nebraska,2/6/2021,218405,11.29,157139,,59985,3.1,0.30565655,0.305202308,0.2544726,,0.45973766,0.462264106
Nebraska,2/27/2021,201105,2199,0.00975585,0.013831258,Nebraska,2/27/2021,443974,22.95,294145,,144571,7.47,0.23127055,0.231223217,0.20528996,,0.26174724,0.261824289
Nebraska,3/6/2021,203084,2223,0.009840608,0.010914087,Nebraska,3/6/2021,536126,27.72,344638,,185677,9.6,0.20756173,0.207843107,0.17166018,,0.28433084,0.285140613
Nebraska,3/13/2021,204886,2236,0.008873224,0.005847931,Nebraska,3/13/2021,666329,34.45,428913,,247438,12.79,0.242859,0.24278502,0.24453199,,0.332626,0.332291663
Nebraska,3/20/2021,206685,2243,0.008780479,0.003130555,Nebraska,3/20/2021,755802,39.07,480879,,286766,14.82,0.13427746,0.134107393,0.12115741,,0.15894079,0.158717724
Nebraska,3/27/2021,208707,2281,0.00978303,0.016941547,Nebraska,3/27/2021,858106,44.36,553722,,319276,16.51,0.13535821,0.135398019,0.15147889,,0.11336768,0.114035103
Nebraska,4/3/2021,211570,2285,0.013717771,0.001753569,Nebraska,4/3/2021,992251,51.29,628371,,385220,19.91,0.15632689,0.156221842,0.13481319,,0.20654225,0.205935787
Nebraska,4/10/2021,214010,2327,0.011532784,0.018380761,Nebraska,4/10/2021,1108135,57.29,699806,,439263,22.71,0.11678898,0.116981886,0.113682866,,0.14029121,0.140632802
Nebraska,4/17/2021,216297,2334,0.010686398,0.003008127,Nebraska,4/17/2021,1256376,64.95,776160,,525203,27.15,0.13377523,0.133705655,0.109107375,,0.19564593,0.19550857
Nebraska,4/24/2021,218580,2356,0.01055491,0.009425879,Nebraska,4/24/2021,1345536,69.56,813461,,578601,29.91,0.070966005,0.070977638,0.04805839,,0.10167122,0.101657453
Nebraska,5/1/2021,220032,2366,0.006642819,0.004244447,Nebraska,5/1/2021,1413371,73.06,833686,,627277,32.43,0.0504148,0.050316239,0.024862885,,0.08412707,0.084252768
Nebraska,5/15/2021,222335,2378,0.004463553,0,Nebraska,5/15/2021,1584872,81.93,879897,,756059,39.08,0.047928214,0.047966236,0.026365519,,0.07391691,0.073921457
Nebraska,5/22/2021,222884,2377,0.002469301,-4.21E-04,Nebraska,5/22/2021,1650062,85.3,910797,,791775,40.93,0.04113269,0.041132711,0.035117745,,0.04723966,0.0473388
Nebraska,6/5/2021,223906,2512,0.001068592,0.006813645,Nebraska,6/5/2021,1716051,88.71,943895,,827019,42.75,0.012847304,0.012786837,0.011678457,,0.01460278,0.014475558
Nebraska,6/26/2021,224570,2519,0.001011848,0,Nebraska,6/26/2021,1848033,95.53,993413,,910708,47.08,0.03519368,0.035106716,0.025703192,,0.04278028,0.042746441
Nebraska,7/10/2021,225191,2524,0.001525521,0.001587272,Nebraska,7/10/2021,1881281,97.25,1008017,,931751,48.17,0.006609678,0.006624573,0.005497217,,0.00767529,0.007740547
Nebraska,7/17/2021,225861,2535,0.002975225,0.004358172,Nebraska,7/17/2021,1900664,98.26,1017418,,941815,48.69,0.01030314,0.010385626,0.00932622,,0.010801196,0.010795072
Nebraska,7/31/2021,228450,2550,0.007102013,0.001571059,Nebraska,7/31/2021,1941405,100.36,1042509,,957498,49.5,0.010530591,0.01047121,0.013018012,,0.007317901,0.007326007
Nebraska,8/14/2021,233403,2564,0.012023568,0.004308701,Nebraska,8/14/2021,1994310,103.1,1077904,,975454,50.43,0.013619781,0.013666291,0.016298056,,0.009923697,0.010014026
Nebraska,8/28/2021,241671,2584,0.020764112,0.005838871,Nebraska,8/28/2021,2053762,106.17,1106883,,1001038,51.75,0.015760422,0.015786435,0.01326263,,0.014898419,0.014904883
Nebraska,9/4/2021,247320,2599,0.023374796,0.005804896,Nebraska,9/4/2021,2080161,107.53,1117695,,1014082,52.42,0.01285398,0.012809633,0.009768009,,0.013030529,0.012946825
Nebraska,9/18/2021,257787,2626,0.022319198,0.00690186,Nebraska,9/18/2021,2126511,109.93,1135604,,1038052,53.66,0.011146545,0.01112951,0.008170247,,0.011619449,0.011498583
Nebraska,10/9/2021,271550,2700,0.016740322,0.005212188,Nebraska,10/9/2021,2220772,114.8,1158913,,1067981,55.21,0.021145105,0.02107981,0.007558584,,0.008759737,0.00877031
Nebraska,10/23/2021,279799,2754,0.014889717,0.011013269,Nebraska,10/23/2021,2287849,118.27,1172411,,1082184,55.94,0.016580105,0.016589278,0.006870389,,0.006995678,0.006839428
Nevada,1/30/2021,277547,4268,0.028226018,0.062484384,Nevada,1/30/2021,224192,7.28,191175,,31783,1.03,0.63606775,0.635955103,0.6600816,,0.51549685,0.51470584
Nevada,2/13/2021,287874,4695,0.015575409,0.043797255,Nevada,2/13/2021,411057,13.35,318400,,90476,2.94,0.27557623,0.276290667,0.20578659,,0.6025932,0.606557408
Nevada,3/6/2021,296030,5036,0.008520484,0.01593709,Nevada,3/6/2021,800030,25.97,508997,,271618,8.82,0.20200968,0.201758413,0.16346157,,0.25612998,0.256410213
Nevada,3/27/2021,302939,5236,0.006568909,0.012570143,Nevada,3/27/2021,1274357,41.37,812950,,458957,14.9,0.14167082,0.141556262,0.14496124,,0.15195131,0.152358826
Nevada,4/3/2021,304924,5274,0.006552458,0.007257462,Nevada,4/3/2021,1431817,46.49,899995,,530902,17.24,0.12356031,0.12376122,0.10707295,,0.1567576,0.157046965
Nevada,4/24/2021,312840,5422,0.008396864,0.010624409,Nevada,4/24/2021,1943150,63.09,1172829,,796601,25.86,0.07754743,0.077540566,0.056839824,,0.10359907,0.103713214
Nevada,5/1/2021,315438,5464,0.008304596,0.00774622,Nevada,5/1/2021,2075542,67.38,1228338,,873639,28.36,0.06813264,0.067998054,0.047329187,,0.09670842,0.096674424
Nevada,5/15/2021,320539,5530,0.0080477,0.005820274,Nevada,5/15/2021,2314424,75.14,1303628,,1028426,33.39,0.058439016,0.058458929,0.0307796,,0.08016932,0.080232915
Nevada,5/29/2021,323748,5586,0.004330635,0.0061239,Nevada,5/29/2021,2490170,80.85,1394477,,1126603,36.58,0.031735897,0.031776397,0.02930677,,0.04035735,0.040386855
Nevada,6/5/2021,325392,5600,0.005078077,0.002506256,Nevada,6/5/2021,2535482,82.32,1419354,,1151418,37.38,0.018196344,0.018181814,0.01783967,,0.02202642,0.021869903
Nevada,6/12/2021,327140,5622,0.005371928,0.003928542,Nevada,6/12/2021,2607988,84.67,1453556,,1193391,38.74,0.02859652,0.028547111,0.024096847,,0.036453366,0.036383137
Nevada,6/26/2021,331614,5667,0.008328438,0.003186345,Nevada,6/26/2021,2724941,88.47,1505491,,1266044,41.1,0.017994404,0.018066757,0.016509295,,0.02145791,0.021371731
Nevada,7/3/2021,334763,5697,0.009495974,0.005293846,Nevada,7/3/2021,2796118,90.78,1541256,,1301640,42.26,0.026120543,0.026110532,0.023756385,,0.028115869,0.028223803
Nevada,7/10/2021,338072,5720,0.009884596,0.004037261,Nevada,7/10/2021,2836712,92.1,1565827,,1318982,42.82,0.014518023,0.014540631,0.015942216,,0.013323188,0.013251294
Nevada,7/24/2021,349043,5817,0.017333388,0.010246635,Nevada,7/24/2021,2916412,94.68,1619193,,1349800,43.82,0.014855623,0.014791,0.017873883,,0.012351751,0.012243005
Nevada,7/31/2021,356401,5912,0.021080494,0.016331434,Nevada,7/31/2021,2965093,96.26,1652020,,1367562,44.4,0.016692042,0.016687813,0.020273685,,0.013159037,0.013236
Nevada,8/14/2021,371126,6160,0.020771503,0.025811791,Nevada,8/14/2021,3070083,99.67,1719430,,1408899,45.74,0.016957521,0.016937029,0.018547297,,0.015446067,0.015316352
Nevada,9/4/2021,394595,6583,0.02078855,0.023317218,Nevada,9/4/2021,3236303,105.07,1800664,,1488110,48.31,0.017179132,0.01723303,0.014447212,,0.018693805,0.018553687
Nevada,9/11/2021,401901,6702,0.01851523,0.018076897,Nevada,9/11/2021,3278095,106.43,1819397,,1508666,48.98,0.012913466,0.012943755,0.010403395,,0.013813496,0.013868755
Nevada,9/18/2021,410104,6845,0.020410538,0.021336913,Nevada,9/18/2021,3324411,107.93,1841577,,1531422,49.72,0.014128923,0.014093773,0.012190819,,0.015083551,0.015108232
Nevada,10/16/2021,441021,7422,0.010950327,0.018805742,Nevada,10/16/2021,3518253,114.22,1911683,,1599015,51.91,0.012969255,0.012947865,0.008076549,,0.008737922,0.008744653
Nevada,10/23/2021,445677,7523,0.010557294,0.013608217,Nevada,10/23/2021,3564698,115.73,1931031,,1614965,52.43,0.013201118,0.013220131,0.010120869,,0.009974837,0.010017344
Nevada,2/6/2021,283459,4498,0.021300912,0.053889394,Nevada,2/6/2021,322252,10.46,264060,,56456,1.83,0.43739295,0.436813192,0.38124752,,0.77629554,0.776699071
Nevada,2/20/2021,290742,4870,0.009962678,0.037273645,Nevada,2/20/2021,555742,18.04,393813,,157477,5.11,0.35198283,0.35131093,0.2368499,,0.74053895,0.738095284
Nevada,2/27/2021,293529,4957,0.009585857,0.017864466,Nevada,2/27/2021,665577,21.61,437485,,216234,7.02,0.19763672,0.197893604,0.110895276,,0.37311482,0.373776904
Nevada,3/13/2021,299142,5119,0.010512471,0.01648128,Nevada,3/13/2021,958706,31.13,603756,,339960,11.04,0.19833755,0.198690765,0.18616807,,0.25161076,0.251700676
Nevada,3/20/2021,300962,5171,0.006084085,0.010158181,Nevada,3/20/2021,1116221,36.24,710024,,398417,12.93,0.1642996,0.164150391,0.17601144,,0.1719526,0.17119568
Nevada,4/10/2021,307704,5332,0.009117007,0.010997295,Nevada,4/10/2021,1615552,52.45,1006304,,624316,20.27,0.12832296,0.128199629,0.11812174,,0.17595339,0.175754087
Nevada,4/17/2021,310235,5365,0.008225441,0.006188989,Nevada,4/17/2021,1803308,58.55,1109751,,721821,23.43,0.11621785,0.116301225,0.10279894,,0.15617895,0.155895427
Nevada,5/8/2021,317980,5498,0.008058667,0.006222606,Nevada,5/8/2021,2186639,70.99,1264701,,952097,30.91,0.05352676,0.053576697,0.029603362,,0.08980596,0.089915368
Nevada,5/22/2021,322352,5552,0.005656123,0.003978252,Nevada,5/22/2021,2413573,78.36,1354773,,1082900,35.16,0.042839646,0.042853349,0.03923285,,0.052968264,0.053009879
Nevada,6/19/2021,328875,5649,0.005303502,0.004802585,Nevada,6/19/2021,2676774,86.9,1481040,,1239448,40.24,0.026375175,0.026337564,0.018908143,,0.03859341,0.038719713
Nevada,7/17/2021,343096,5758,0.014860749,0.006643415,Nevada,7/17/2021,2873721,93.3,1590760,,1333331,43.29,0.013046384,0.013029349,0.015923262,,0.010878801,0.010976201
Nevada,8/7/2021,363574,6005,0.020126224,0.015730739,Nevada,8/7/2021,3018890,98.01,1688120,,1387468,45.05,0.018143415,0.018179952,0.021852016,,0.014555812,0.014639622
Nevada,8/21/2021,378700,6280,0.020408154,0.019480467,Nevada,8/21/2021,3124307,101.43,1747735,,1433074,46.53,0.017662048,0.017658275,0.01646185,,0.017158747,0.017271508
Nevada,8/28/2021,386559,6433,0.02075255,0.02436304,Nevada,8/28/2021,3181645,103.29,1775020,,1460802,47.43,0.01835227,0.018337779,0.015611649,,0.019348621,0.019342366
Nevada,9/25/2021,416496,7015,0.015586257,0.024835706,Nevada,9/25/2021,3364637,109.24,1859462,,1551977,50.39,0.01210022,0.012137477,0.009711742,,0.013422132,0.01347545
Nevada,10/2/2021,422329,7166,0.014004946,0.021525264,Nevada,10/2/2021,3406508,110.6,1874899,,1566060,50.84,0.012444377,0.012449638,0.008301854,,0.009074211,0.008930346
Nevada,10/9/2021,436244,7285,0.032948256,0.016606212,Nevada,10/9/2021,3473208,112.76,1896367,,1585164,51.46,0.019580126,0.019529857,0.011450172,,0.012198806,0.012195104
Nevada,10/30/2021,449322,7631,0.008178592,0.014356017,Nevada,10/30/2021,3636422,118.06,1949931,,1629868,52.92,0.02012062,0.020133047,0.00978756,,0.00922811,0.009345759
Nevada,11/6/2021,455163,7713,0.012999535,0.010745645,Nevada,11/6/2021,3702621,120.21,1966457,,1641477,53.29,0.01820445,0.018211071,0.008475184,,0.007122636,0.006991703
New Hampshire,1/30/2021,65362,1042,0.061485052,0.062181473,New Hampshire,1/30/2021,123740,9.1,96148,,27544,2.03,0.37770557,0.376702024,0.2550484,,1.0920553,1.092783476
New Hampshire,2/6/2021,68061,1098,0.041293144,0.053742766,New Hampshire,2/6/2021,161178,11.85,116523,,43888,3.23,0.30255377,0.302197844,0.21191287,,0.5933778,0.591133014
New Hampshire,2/27/2021,75166,1170,0.027405262,0.014744163,New Hampshire,2/27/2021,310769,22.86,224347,,97674,7.18,0.241606,0.241716492,0.30618083,,0.24646187,0.246527748
New Hampshire,3/27/2021,82745,1235,0.03024304,0.014790416,New Hampshire,3/27/2021,586018,43.1,403769,,219594,16.15,0.13917756,0.139307388,0.096138,,0.23363948,0.233766205
New Hampshire,4/3/2021,85448,1247,0.032666683,0.00971663,New Hampshire,4/3/2021,764940,56.26,545794,,261125,19.2,0.30531824,0.305336388,0.3517481,,0.18912625,0.188854536
New Hampshire,4/10/2021,88446,1256,0.035085678,0.007217288,New Hampshire,4/10/2021,922666,67.86,662538,,313700,23.07,0.20619392,0.206185578,0.21389759,,0.20134032,0.201562484
New Hampshire,4/24/2021,93542,1282,0.024792075,0.012638211,,,,,,,,,,,,,,
New Hampshire,5/1/2021,95163,1304,0.017329097,0.017160654,,,,,,,,,,,,,,
New Hampshire,5/15/2021,97563,1331,0.011005044,0.012937546,,,,,,,,,,,,,,
New Hampshire,5/29/2021,98699,1352,0.004631281,0.005952358,New Hampshire,5/29/2021,1384917,101.85,811293,,659065,48.47,,,,,,
New Hampshire,6/5/2021,98877,1355,0.001803517,0.002218962,New Hampshire,6/5/2021,1419599,104.4,821289,,684563,50.35,0.025042653,0.025036834,0.012321115,,0.038688183,0.038786847
New Hampshire,6/19/2021,99254,1367,0.001877546,0.0051471,New Hampshire,6/19/2021,1497072,110.1,837462,,743412,54.67,0.018780828,0.018784107,0.008718133,,0.029429793,0.029372965
New Hampshire,7/3/2021,99555,1372,0.001529098,7.29E-04,New Hampshire,7/3/2021,1546156,113.71,855203,,770675,56.68,0.025072575,0.025060841,0.017491937,,0.02649498,0.026439701
New Hampshire,7/10/2021,99708,1375,0.001536846,0.002186537,New Hampshire,7/10/2021,1558796,114.64,861564,,777226,57.16,0.008175135,0.008178695,0.007437944,,0.008500338,0.008468593
New Hampshire,7/17/2021,99907,1381,0.001995802,0.004363656,New Hampshire,7/17/2021,1570297,115.49,867145,,783212,57.6,0.007378101,0.007414496,0.006477714,,0.007701755,0.007697664
New Hampshire,7/24/2021,100152,1385,0.002452254,0.002896428,New Hampshire,7/24/2021,1580696,116.25,872858,,787909,57.95,0.006622315,0.006580656,0.00658834,,0.005997062,0.006076402
New Hampshire,7/31/2021,100657,1387,0.005042315,0.001444101,New Hampshire,7/31/2021,1591970,117.08,879775,,792278,58.27,0.007132292,0.007139801,0.007924557,,0.00554502,0.00552201
New Hampshire,8/7/2021,101662,1389,0.009984374,0.001441956,New Hampshire,8/7/2021,1604166,117.98,887717,,796594,58.59,0.007660985,0.00768708,0.009027362,,0.005447626,0.005491679
New Hampshire,8/14/2021,102901,1395,0.012187481,0.004319668,New Hampshire,8/14/2021,1617808,118.98,893628,,799301,58.78,0.008504152,0.008476041,0.006658673,,0.00339818,0.003242853
New Hampshire,8/28/2021,106525,1415,0.018685818,0.012884736,New Hampshire,8/28/2021,1681013,123.63,909747,,809895,59.56,0.007565975,0.00757944,0.008314848,,0.005808353,0.005741327
New Hampshire,9/4/2021,108713,1426,0.02053976,0.007773876,New Hampshire,9/4/2021,1700039,125.03,919871,,817432,60.12,0.011318207,0.011324102,0.011128426,,0.009306192,0.009402265
New Hampshire,9/18/2021,114322,1457,0.028899074,0.011103392,New Hampshire,9/18/2021,1725773,126.92,933379,,828663,60.94,0.009023905,0.008983211,0.008760691,,0.008320451,0.008272644
New Hampshire,11/6/2021,139324,1597,0.03573525,0.020447254,New Hampshire,11/6/2021,1964463,144.48,1067577,,860581,63.29,0.026591063,0.02664674,0.03246188,,0.007500768,0.007481708
New Hampshire,1/16/2021,55945,927,0.09974253,0.075406075,New Hampshire,1/16/2021,,,,,,,,,,,,
New Hampshire,2/13/2021,70505,1130,0.035908937,0.02914393,New Hampshire,2/13/2021,200675,14.76,141108,,59402,4.37,0.2450521,0.24556964,0.2109884,,0.3534907,0.352941141
New Hampshire,2/20/2021,73161,1153,0.03767109,0.020354033,New Hampshire,2/20/2021,250296,18.41,171758,,78361,5.76,0.24727046,0.247289963,0.21720946,,0.3191644,0.318077856
New Hampshire,3/6/2021,76695,1181,0.020341635,0.009401679,New Hampshire,3/6/2021,371111,27.29,270198,,114351,8.41,0.19417,0.193788317,0.20437539,,0.17074144,0.171309171
New Hampshire,3/13/2021,78319,1199,0.021174788,0.015241265,New Hampshire,3/13/2021,450103,33.1,327787,,150592,11.08,0.21285272,0.212898442,0.21313632,,0.31692767,0.317479182
New Hampshire,3/20/2021,80316,1217,0.025498271,0.015012503,New Hampshire,3/20/2021,514422,37.83,368356,,178005,13.09,0.14289844,0.142900357,0.1237663,,0.18203485,0.181407956
New Hampshire,4/17/2021,91279,1266,0.03203082,0.00796175,,,,,,,,,,,,,,
New Hampshire,5/8/2021,96501,1314,0.01406014,0.007668734,New Hampshire,5/8/2021,1144819,84.2,778356,,449102,33.03,,,,,,
New Hampshire,5/22/2021,98244,1344,0.006980062,0.009767056,,,,,,,,,,,,,,
New Hampshire,6/12/2021,99068,1360,0.001931667,0.003690004,New Hampshire,6/12/2021,1469474,108.07,830224,,722159,53.11,0.035133123,0.035153254,0.010879278,,0.05491972,0.054816298
New Hampshire,6/26/2021,99403,1371,0.001501203,0.002926111,New Hampshire,6/26/2021,1508338,110.93,840501,,750783,55.22,0.007525325,0.007538604,0.00362885,,0.009915113,0.010060385
New Hampshire,8/21/2021,104571,1397,0.016229153,0.00143373,New Hampshire,8/21/2021,1668390,122.7,902245,,805218,59.22,0.031265736,0.031265733,0.00964272,,0.007402778,0.00748556
New Hampshire,9/11/2021,111111,1441,0.02205813,0.010518909,New Hampshire,9/11/2021,1710339,125.79,925273,,821825,60.44,0.006058693,0.006078548,0.005872607,,0.005374193,0.005322665
New Hampshire,9/25/2021,117454,1472,0.027396321,0.010295153,New Hampshire,9/25/2021,1737171,127.76,939341,,833421,61.29,0.006604552,0.006618359,0.006387591,,0.005741835,0.005743369
New Hampshire,10/2/2021,120763,1481,0.028172731,0.006114125,New Hampshire,10/2/2021,1759007,129.37,954715,,837196,61.57,0.012569904,0.012601715,0.01636684,,0.004529476,0.00456844
New Hampshire,10/9/2021,124208,1497,0.028526902,0.010803461,New Hampshire,10/9/2021,1829623,134.56,973014,,842567,61.97,0.040145397,0.040117474,0.019166946,,0.006415486,0.00649669
New Hampshire,10/16/2021,128047,1520,0.03090787,0.015364051,New Hampshire,10/16/2021,1853147,136.29,987473,,847000,62.29,0.012857318,0.012856668,0.014860034,,0.005261302,0.005163804
New Hampshire,10/23/2021,131790,1543,0.02923143,0.015131593,New Hampshire,10/23/2021,1878947,138.19,1004338,,851413,62.62,0.013922215,0.013940879,0.017078996,,0.005210161,0.005297783
New Hampshire,10/30/2021,134517,1565,0.02069199,0.014257908,New Hampshire,10/30/2021,1913579,140.73,1034011,,854174,62.82,0.018431544,0.01838046,0.02954483,,0.00324285,0.003193863
New Jersey,1/30/2021,692543,21455,0.053239703,0.0248878,New Jersey,1/30/2021,768944,8.66,649035,,117791,1.33,0.5351585,0.535460966,0.48279345,,0.9151139,0.927536294
New Jersey,2/27/2021,786964,23238,0.029553652,0.017692924,New Jersey,2/27/2021,2008524,22.61,1385622,,700924,7.89,0.21832168,0.21821124,0.19731855,,0.44530845,0.445054921
New Jersey,3/27/2021,892145,24382,0.034193516,0.01027596,New Jersey,3/27/2021,4053945,45.64,2774867,,1491691,16.79,0.15336037,0.153399024,0.1416434,,0.1857611,0.185734528
New Jersey,4/3/2021,923394,24632,0.03502679,0.010253429,New Jersey,4/3/2021,4766910,53.67,3173887,,1849501,20.82,0.17586946,0.175942116,0.14379787,,0.23986876,0.240023806
New Jersey,4/10/2021,950103,24859,0.028924823,0.009215713,New Jersey,4/10/2021,5495689,61.87,3619470,,2236169,25.18,0.15288293,0.152785521,0.14039028,,0.20906615,0.20941404
New Jersey,4/24/2021,996197,25367,0.021003246,0.00927031,New Jersey,4/24/2021,6826763,76.86,4362697,,2930275,32.99,0.10309827,0.103042489,0.08106792,,0.12679744,0.126707708
New Jersey,5/1/2021,998811,25588,0.002624035,0.008712053,New Jersey,5/1/2021,7381197,83.1,4615887,,3253642,36.63,0.081214786,0.081186553,0.058035254,,0.11035383,0.110336498
New Jersey,5/15/2021,1010490,25952,0.002912998,0.006242514,New Jersey,5/15/2021,8300824,93.45,4957429,,3889378,43.79,0.05627942,0.056170852,0.036097884,,0.08278632,0.082838796
New Jersey,5/29/2021,1015889,26201,0.002073407,0.004947782,New Jersey,5/29/2021,9045800,101.84,5324458,,4307649,48.5,0.036788344,0.036750446,0.03237605,,0.04157245,0.041666667
New Jersey,6/5/2021,1017695,26273,0.001777768,0.002748013,New Jersey,6/5/2021,9238253,104.01,5423245,,4414559,49.7,0.021275401,0.021307955,0.018553495,,0.024818659,0.024742284
New Jersey,6/12/2021,1019356,26327,0.001632094,0.002055287,,,,,,,,,,,,,,
New Jersey,6/19/2021,1021038,26372,0.001650095,0.001709223,,,,,,,,,,,,,,
New Jersey,7/3/2021,1024113,26473,0.001401186,0.001475334,New Jersey,7/3/2021,9907493,111.54,5610958,,4937662,55.59,0.018837214,0.018816231,0.012942553,,0.024974942,0.024889383
New Jersey,7/10/2021,1025788,26501,0.001635552,0.001057625,New Jersey,7/10/2021,10013126,112.73,5663676,,4997066,56.26,0.01066196,0.010668848,0.009395599,,0.01203084,0.012052497
New Jersey,7/17/2021,1028503,26536,0.002646804,0.00132072,New Jersey,7/17/2021,10119780,113.93,5718426,,5055892,56.92,0.010651469,0.010644906,0.00966692,,0.011772156,0.011731215
New Jersey,7/24/2021,1033116,26573,0.00448513,0.001394391,New Jersey,7/24/2021,10239436,115.28,5785185,,5116572,57.6,0.011824012,0.01184937,0.011674404,,0.012001872,0.011946565
New Jersey,7/31/2021,1039353,26602,0.006037116,0.001091361,New Jersey,7/31/2021,10380457,116.87,5862753,,5187136,58.4,0.013772368,0.013792529,0.013408065,,0.013791323,0.013888915
New Jersey,8/7/2021,1048053,26645,0.008370638,0.001616478,New Jersey,8/7/2021,10503399,118.25,5944452,,5237225,58.96,0.011843562,0.011807992,0.013935208,,0.009656429,0.009589025
New Jersey,8/28/2021,1086480,26844,0.01269877,0.003514051,New Jersey,8/28/2021,10947636,123.25,6184301,,5431392,61.15,0.014938355,0.01490448,0.012783766,,0.013787866,0.013759972
New Jersey,9/4/2021,1100774,26942,0.013156295,0.003650665,New Jersey,9/4/2021,11103350,125.01,6257106,,5503733,61.96,0.014223576,0.014279936,0.011772513,,0.013319016,0.013246101
New Jersey,9/18/2021,1131319,27182,0.014036536,0.004731298,New Jersey,9/18/2021,11358666,127.88,6370715,,5628314,63.37,0.011860371,0.011868945,0.009301662,,0.011978149,0.011976987
New Jersey,10/2/2021,1158178,27465,0.010547996,0.005197048,New Jersey,10/2/2021,11573595,130.3,6451817,,5723823,64.44,0.011554241,0.011567449,0.006923914,,0.007109761,0.007032387
New Jersey,10/16/2021,1180388,27720,0.008757949,0.004711866,New Jersey,10/16/2021,11905961,134.04,6554575,,5816831,65.49,0.012583494,0.012539608,0.006905794,,0.007013798,0.007073625
New Jersey,10/30/2021,1197702,27972,0.007565379,0.004452705,New Jersey,10/30/2021,12301100,138.49,6662856,,5892769,66.34,0.02009654,0.020109056,0.008932591,,0.006053329,0.006066065
New Jersey,11/6/2021,1206543,28080,0.007381678,0.003860951,New Jersey,11/6/2021,12546749,141.26,6719157,,5922775,66.68,0.019969702,0.020001404,0.008450031,,0.005092025,0.005125118
New Jersey,1/16/2021,622085,20414,0.0740751,0.028205872,New Jersey,1/16/2021,,,,,,,,,,,,
New Jersey,2/6/2021,717834,21964,0.03651905,0.02372408,New Jersey,2/6/2021,1041289,11.72,791011,,199040,2.24,0.35418057,0.353348761,0.2187494,,0.6897726,0.684210533
New Jersey,2/13/2021,743819,22440,0.036199212,0.021671772,New Jersey,2/13/2021,1309703,14.75,971241,,332888,3.75,0.2577709,0.258532423,0.2278477,,0.6724678,0.674107143
New Jersey,2/20/2021,764374,22834,0.027634382,0.017557979,New Jersey,2/20/2021,1648599,18.56,1157271,,484965,5.46,0.25875795,0.258305049,0.19153845,,0.45684135,0.45600001
New Jersey,3/6/2021,810089,23557,0.02938509,0.013727546,New Jersey,3/6/2021,2478696,27.91,1712715,,857205,9.65,0.2340883,0.234409547,0.23606217,,0.22296429,0.223067125
New Jersey,3/13/2021,834714,23888,0.030397892,0.01405108,New Jersey,3/13/2021,3011319,33.9,2090835,,1063758,11.98,0.21488035,0.214618471,0.22077227,,0.24096107,0.24145073
New Jersey,3/20/2021,862648,24134,0.033465385,0.010298014,New Jersey,3/20/2021,3514899,39.57,2430590,,1258003,14.16,0.16722906,0.167256628,0.16249728,,0.18260264,0.181969937
New Jersey,4/17/2021,975704,25134,0.026945472,0.011062384,New Jersey,4/17/2021,6188717,69.68,4035544,,2600534,29.28,0.12610388,0.126232428,0.11495435,,0.16294158,0.162827668
New Jersey,5/8/2021,1007555,25791,0.008754373,0.007933378,New Jersey,5/8/2021,7858549,88.48,4784711,,3592009,40.44,0.0646714,0.064741316,0.036574602,,0.103996396,0.104013067
New Jersey,5/22/2021,1013787,26072,0.003262758,0.00462389,New Jersey,5/22/2021,8724828,98.23,5157479,,4135717,46.56,0.05107975,0.051150384,0.040353537,,0.06333637,0.063256483
New Jersey,6/26/2021,1022680,26434,0.001608133,0.002350926,New Jersey,6/26/2021,9724314,109.48,5539266,,4817349,54.24,,,,,,
New Jersey,8/14/2021,1059660,26692,0.011074781,0.00176394,New Jersey,8/14/2021,10630697,119.69,6025025,,5292288,59.58,0.012119651,0.01217761,0.013554335,,0.010513783,0.010515635
New Jersey,8/21/2021,1072856,26750,0.012453079,0.002172947,New Jersey,8/21/2021,10786503,121.44,6106240,,5357523,60.32,0.014656186,0.014621125,0.01347959,,0.012326479,0.01242027
New Jersey,9/11/2021,1115659,27054,0.013522267,0.004157066,New Jersey,9/11/2021,11225527,126.38,6312003,,5561695,62.62,0.011003614,0.010959101,0.008773565,,0.010531426,0.010652016
New Jersey,9/25/2021,1146089,27323,0.013055563,0.005187273,New Jersey,9/25/2021,11441398,128.81,6407452,,5683415,63.99,0.007283568,0.007272424,0.005766511,,0.009789944,0.009783836
