"state","date","total_vaccinations","total_vaccinations_per_hundred","people_vaccinated","people_vaccinated_per_hundred","people_fully_vaccinated","people_fully_vaccinated_per_hundred","total_vaccinations_weekly_change","total_vaccinations_per_hundred_weekly_change","people_vaccinated_weekly_change","people_vaccinated_per_hundred_weekly_change","people_fully_vaccinated_weekly_change","people_fully_vaccinated_per_hundred_weekly_change"
"Rhode Island","2021-01-31","91177","8.61","67744",,"23408","2.21","0.34945095","0.3495297267519195","0.24788618",,"0.7653092","0.768000030517578"
"Rhode Island","2021-02-01","94240","8.9","68779",,"25435","2.4","0.3382752","0.3383458072977854","0.21194339",,"0.86350644","0.8604651902073113"
"Rhode Island","2021-02-02","99541","9.4","73486",,"26027","2.46","0.37746322","0.37829906430062654","0.2648846",,"0.8396239","0.8358209239902781"
"Rhode Island","2021-02-03","101474","9.58","74473",,"26973","2.55","0.33021343","0.33055554495917416","0.24426508",,"0.64369285","0.6451612595588929"
"Rhode Island","2021-02-04","103876","9.81","75963",,"27884","2.63","0.29621398","0.29761910312390216","0.23408711",,"0.5022088","0.5028572082519531"
"Rhode Island","2021-02-05","106949","10.1","77940",,"28979","2.74","0.2791872","0.280101442518343","0.23199975",,"0.42606175","0.42708333830038714"
"Rhode Island","2021-02-06","111830","10.56","81085",,"30711","2.9","0.26943946","0.2692308196654687","0.23477185",,"0.3709656","0.37440762813622364"
"Rhode Island","2021-02-07","117067","11.05","83326",,"33699","3.18","0.2839532","0.2833914274953384","0.23001301",,"0.439636","0.43891405735620004"
"Rhode Island","2021-02-08","120484","11.37","85037",,"35402","3.34","0.27848053","0.2775280770291102","0.23638034",,"0.39186156","0.3916666309038799"
"Rhode Island","2021-02-09","122079","11.52","86264",,"35770","3.38","0.22641921","0.22553196359188","0.17388344",,"0.37434208","0.3739837863580968"
"Rhode Island","2021-02-10","124962","11.8","87862",,"37051","3.5","0.2314682","0.23173279652764744","0.17978323",,"0.3736329","0.37254901960784315"
"Rhode Island","2021-02-11","127931","12.08","89723",,"38158","3.6","0.23157418","0.23139652637166708","0.18114078",,"0.36845505","0.36882125651428455"
"Rhode Island","2021-02-12","131913","12.45","91809",,"40051","3.78","0.23341966","0.2326732484420928","0.17794454",,"0.38206983","0.3795620333539307"
"Rhode Island","2021-02-13","136904","12.92","95258",,"41591","3.93","0.22421527","0.22348485570965382","0.17479193",,"0.35427046","0.3551724368128284"
"Rhode Island","2021-02-14","141155","13.32","97380",,"43717","4.13","0.2057625","0.20542983663567593","0.16866279",,"0.29727888","0.29874217435248984"
"Rhode Island","2021-02-15",,,,,,,,,,,,
"Rhode Island","2021-02-16","147019","13.88","100448",,"46511","4.39","0.20429397","0.2048611210452187","0.16442549",,"0.30027962","0.29881652854603424"
"Rhode Island","2021-02-17","151436","14.3","103283",,"48089","4.54","0.21185637","0.2118644229436324","0.17551386",,"0.29791367","0.297142846243722"
"Rhode Island","2021-02-18","159931","15.1","108152",,"51711","4.88","0.25013483","0.2500000315786197","0.2053988",,"0.3551811","0.3555555873446994"
"Rhode Island","2021-02-19","181725","17.15","124576",,"57064","5.39","0.37761247","0.37751000952050395","0.35690403",,"0.42478335","0.425925890604655"
"Rhode Island","2021-02-20","190896","18.02","131246",,"59553","5.62","0.39437854","0.39473687753588793","0.3777951",,"0.43187225","0.43002541617279433"
"Rhode Island","2021-02-21","198626","18.75","136915",,"61609","5.82","0.40714812","0.4076576576576576","0.4059869",,"0.40926874","0.40920101008750054"
"Rhode Island","2021-02-22","206034","19.45","143885",,"62287","5.88",,,,,,
"Rhode Island","2021-02-23","211660","19.98","148517",,"63455","5.99","0.43967783","0.43948123503143566","0.47854614",,"0.36430097","0.3644646403458234"
"Rhode Island","2021-02-24","218499","20.63","154012",,"64774","6.11","0.44284713","0.4426572839696923","0.49116504",,"0.3469609","0.3458150073820274"
"Rhode Island","2021-02-25","226694","21.4","160880",,"66168","6.25","0.41744876","0.41721851778346175","0.48753607",,"0.27957296","0.28073770491803285"
"Rhode Island","2021-02-26","234889","22.17","167665",,"67700","6.39","0.29255188","0.29271137471101727","0.34588528",,"0.18638718","0.18552873218656707"
"Rhode Island","2021-02-27","245606","23.18","176107",,"69910","6.6","0.28659582","0.28634851860020993","0.34180856",,"0.17391229","0.17437720722999428"
"Rhode Island","2021-02-28","256755","24.24","183254",,"73919","6.98","0.2926556","0.2927999877929688","0.3384509",,"0.19980848","0.19931271805386364"
"Rhode Island","2021-03-01","269512","25.44","192198",,"77763","7.34","0.30809474","0.3079691791289263","0.33577514",,"0.2484628","0.24829934567821277"
"Rhode Island","2021-03-02","275799","26.03","196835",,"79532","7.51","0.30302846","0.3028028371694449","0.32533646",,"0.25336063","0.2537562986447137"
"Rhode Island","2021-03-03","282767","26.69","201965",,"81394","7.68","0.29413402","0.2937469963188375","0.3113588",,"0.2565844","0.25695578205214775"
"Rhode Island","2021-03-04","290963","27.47","208621",,"82946","7.83","0.28350556","0.2836448277268455","0.29674911",,"0.25356662","0.25279998779296875"
"Rhode Island","2021-03-05","300529","28.37","215497",,"85952","8.11","0.27945113","0.2796572322613169","0.2852832",,"0.26960123","0.26917052530160346"
"Rhode Island","2021-03-06","310283","29.29","222457",,"88932","8.39","0.26333642","0.2635893406180907","0.2631923",,"0.2720927","0.27121217323072044"
"Rhode Island","2021-03-07","319369","30.15","229095",,"91305","8.62","0.24386668","0.24381186545091893","0.25015008",,"0.23520339","0.23495700366175942"
"Rhode Island","2021-03-08","326730","30.84","234708",,"93178","8.8","0.21230221","0.21226415694134793","0.22117817",,"0.1982305","0.19891010772954543"
"Rhode Island","2021-03-09","333607","31.49","240963",,"94332","8.9","0.20960188","0.2097579627782622","0.22418773",,"0.18608856","0.18508650047007635"
"Rhode Island","2021-03-10","340997","32.19","246202",,"97198","9.18","0.20592928","0.20606963756871433","0.219033",,"0.19416666","0.19531253973642992"
"Rhode Island","2021-03-11","350979","33.13","252545",,"101364","9.57","0.20626676","0.2060429948349194","0.21054447",,"0.22204804","0.22222218324702658"
"Rhode Island","2021-03-12","359501","33.94","258664",,"104330","9.85","0.19622731","0.19633410739192758","0.20031369",,"0.213817","0.21454998538467662"
"Rhode Island","2021-03-13","367414","34.68","263449",,"108252","10.22","0.18412542","0.18402186088001993","0.18426931",,"0.21724463","0.21811683754812972"
"Rhode Island","2021-03-14","374193","35.32","267498",,"111247","10.5","0.17166352","0.1714759434435893","0.16762912",,"0.21841085","0.21809744779582374"
"Rhode Island","2021-03-15","388420","36.67","276994",,"117146","11.06","0.18881035","0.18904014814997772","0.18016434",,"0.25722814","0.2568182295018975"
"Rhode Island","2021-03-16","396843","37.46","283670",,"119774","11.31","0.18955243","0.18958396584543213","0.17723465",,"0.26970696","0.2707865640018763"
"Rhode Island","2021-03-17","403044","38.05","286139",,"123688","11.68","0.1819576","0.18204408937746352","0.16221237",,"0.27253652","0.2723311879276451"
"Rhode Island","2021-03-18","411715","38.86","290175",,"128504","12.13","0.17304742","0.1729550440794314","0.14900315",,"0.26774788","0.26750262428849725"
"Rhode Island","2021-03-19","425397","40.16","293953",,"138714","13.09","0.18329847","0.1832645800651771","0.136428",,"0.32956958","0.32893402564344076"
"Rhode Island","2021-03-20","440476","41.58","299515",,"148748","14.04","0.19885468","0.19896199051484098","0.13689935",,"0.37409008","0.3737769042909027"
"Rhode Island","2021-03-21","454586","42.91","305815",,"157270","14.85","0.21484363","0.21489240791087516","0.14324224",,"0.41370106","0.41428575061616435"
"Rhode Island","2021-03-22","469205","44.29","310605",,"167542","15.82","0.20798361","0.20779931594020562","0.121341944",,"0.4301982","0.43037971924269613"
"Rhode Island","2021-03-23","480045","45.31","314642",,"175119","16.53","0.2096597","0.20955689731155935","0.10918319",,"0.46207857","0.46153852224982383"
"Rhode Island","2021-03-24","488045","46.07","317684",,"180299","17.02","0.21089756","0.21077528764321207","0.11024368",,"0.4576919","0.45719182001401304"
"Rhode Island","2021-03-25","497475","46.96","321271",,"186246","17.58","0.2082994","0.20844053228184922","0.10716295",,"0.4493401","0.44929925174823193"
"Rhode Island","2021-03-26","507094","47.87","324894",,"192575","18.18","0.19204879","0.19198204511665273","0.105258346",,"0.38828814","0.388846470983635"
"Rhode Island","2021-03-27","515234","48.64","326997",,"198769","18.76","0.16972089","0.1697931551142","0.09175503",,"0.3362801","0.3361823524844614"
"Rhode Island","2021-03-28","526086","49.66","331853",,"205007","19.35","0.15728593","0.15730598572388987","0.08514297",,"0.30353534","0.3030303287185001"
"Rhode Island","2021-03-29","538434","50.83","336637",,"212922","20.1","0.14754534","0.147663170716972","0.08381069",,"0.27085745","0.2705436397894896"
"Rhode Island","2021-03-30","552753","52.18","345689",,"218881","20.66","0.15146077","0.1516221651992007","0.09867406",,"0.24989867","0.24984875059964362"
"Rhode Island","2021-03-31","559186","52.79","349215",,"221888","20.95","0.14576733","0.14586500793417279","0.0992527",,"0.23066688","0.2309048626873944"
"Rhode Island","2021-04-01","566515","53.48","351275",,"227282","21.45","0.13878083","0.13884155754336303","0.09339154",,"0.22033226","0.22013656216947974"
"Rhode Island","2021-04-02","583711","55.1","360199",,"235663","22.25","0.15109038","0.1510340186781094","0.10866618",,"0.22374654","0.22387238723872382"
"Rhode Island","2021-04-03","596183","56.28","364970",,"243536","22.99","0.15711117","0.15707234332436015","0.11612642",,"0.22522128","0.22547973193593607"
"Rhode Island","2021-04-04","611301","57.7","372419",,"251655","23.76","0.1619792","0.16190094166209135","0.1222409",,"0.22754347","0.22790698857270453"
"Rhode Island","2021-04-05","626561","59.15","380555",,"259292","24.48","0.1636728","0.16368289446938644","0.13046098",,"0.21777928","0.21791042498688196"
"Rhode Island","2021-04-06","641275","60.53","389410",,"263821","24.9","0.16014743","0.1600229739228991","0.12647498",,"0.20531702","0.20522747427542476"
"Rhode Island","2021-04-07","648811","61.25","392794",,"268487","25.34","0.1602776","0.16025762455010417","0.124791265",,"0.21001136","0.2095465466629065"
"Rhode Island","2021-04-08","658852","62.19","399063",,"275166","25.97","0.16299129","0.16286459661011565","0.13604152",,"0.21068096","0.2107225787111653"
"Rhode Island","2021-04-09","667244","62.99","403738",,"280240","26.45","0.14310682","0.14319422283968786","0.12087488",,"0.1891557","0.1887640792332339"
"Rhode Island","2021-04-10","680525","64.24","412815",,"287291","27.12","0.14146996","0.14143564079192483","0.13109303",,"0.17966545","0.17964335968827316"
"Rhode Island","2021-04-11","696609","65.76","420639",,"297589","28.09","0.13955152","0.1396880786175123","0.12947786",,"0.18252766","0.18223906366110643"
"Rhode Island","2021-04-12","709383","66.96","429419",,"304112","28.71","0.1321851","0.13203717809759352","0.128402",,"0.17285526","0.17279408024806608"
"Rhode Island","2021-04-13","727371","68.66","443001",,"311996","29.45","0.13425756","0.13431362402295344","0.13762105",,"0.18260491","0.18273095433491782"
"Rhode Island","2021-04-14","733129","69.2","446220",,"316219","29.85","0.12995768","0.12979586854272962","0.1360153",,"0.17778146","0.17797949413850533"
"Rhode Island","2021-04-15","742268","70.07","452697",,"322059","30.4","0.12660813","0.12670846912404277","0.13439989",,"0.17041719","0.17058142543435784"
"Rhode Island","2021-04-16","755476","71.31","461877",,"326821","30.85","0.1322335","0.13208441909182","0.14400184",,"0.16621828","0.16635162122758884"
"Rhode Island","2021-04-17","764641","72.18","467574",,"330605","31.21","0.123604536","0.12359900848654704","0.13264775",,"0.15076697","0.150811175681145"
"Rhode Island","2021-04-18","776082","73.26","475139",,"334820","31.61","0.114085555","0.11405112737576739","0.12956476",,"0.12510884","0.12531152048243377"
"Rhode Island","2021-04-19","787717","74.36","483265",,"338292","31.93","0.11042559","0.11051374866116448","0.12539268",,"0.11239278","0.11215605382012472"
"Rhode Island","2021-04-20","801289","75.64","492895",,"341923","32.28","0.101623535","0.10166034648483024","0.11262727",,"0.09592116","0.09609503495065796"
"Rhode Island","2021-04-21","807630","76.24","495955",,"345231","32.59","0.101620555","0.10173407317586025","0.11145842",,"0.09174657","0.09179229991919224"
"Rhode Island","2021-04-22","818872","77.3","503512",,"348690","32.92","0.10320258","0.10318257530694752","0.11224949",,"0.08268976","0.08289467661004313"
"Rhode Island","2021-04-23","828821","78.24","510243",,"352039","33.23","0.09708452","0.0971812910358929","0.10471618",,"0.07716155","0.07714747300603975"
"Rhode Island","2021-04-24","844870","79.75","520408",,"357627","33.76","0.104923725","0.10487669714602377","0.11299598",,"0.081735015","0.08170452808501127"
"Rhode Island","2021-04-25","859098","81.1","528807",,"362965","34.26","0.106968045","0.10701608618783909","0.11295223",,"0.08406007","0.08383417657491954"
"Rhode Island","2021-04-26","872064","82.32","536864",,"367273","34.67","0.10707784","0.10704679525046013","0.11091018",,"0.085668564","0.08581265796884785"
"Rhode Island","2021-04-27","886081","83.64","546687",,"370331","34.96","0.105819464","0.10576413788535755","0.10913479",,"0.08308303","0.08302351562802524"
"Rhode Island","2021-04-28","893081","84.3","549164",,"374665","35.37","0.10580468","0.10571882281948874","0.10728598",,"0.08525884","0.08530220717658055"
"Rhode Island","2021-04-29","898947","84.86","551411",,"378325","35.71","0.0977869","0.09780078409251702","0.09512985",,"0.08498955","0.08475088348944881"
"Rhode Island","2021-04-30","913120","86.2","556126",,"387339","36.56","0.101709485","0.101738202303709","0.08992386",,"0.10027301","0.10021069435121932"
"Rhode Island","2021-05-01","925022","87.32","561055",,"393974","37.19","0.09486902","0.09492162626738843","0.078106046",,"0.10163379","0.10159948538829933"
"Rhode Island","2021-05-02","934703","88.23","564534",,"400124","37.77","0.088005066","0.08791619429018005","0.06756151",,"0.10237622","0.10245185224062103"
"Rhode Island","2021-05-03","940661","88.8","566581",,"404012","38.14","0.07866049","0.07871723823806875","0.055352926",,"0.10003185","0.10008651253673029"
"Rhode Island","2021-05-04","947446","89.44","567918",,"409424","38.65","0.0692544","0.0693448402846275","0.038835764",,"0.10556233","0.10554924273109001"
"Rhode Island","2021-05-05","951345","89.8","569788",,"411681","38.86","0.06523931","0.0652432153233431","0.037555218",,"0.09879756","0.09867120753043723"
"Rhode Island","2021-05-06","957795","90.41","572337",,"415637","39.23","0.065463305","0.06540188147666015","0.03794992",,"0.09862423","0.09857181580051333"
"Rhode Island","2021-05-07","968436","91.42","574599",,"424191","40.04","0.06057906","0.06055682330562995","0.03321731",,"0.09514141","0.09518602066540871"
"Rhode Island","2021-05-08","977207","92.24","577826",,"429851","40.58","0.056414843","0.05634445560890455","0.029891849",,"0.091064334","0.09115358513188188"
"Rhode Island","2021-05-09","988104","93.27","582139",,"436478","41.2","0.05713153","0.05712338935811401","0.031185031",,"0.09085679","0.09081283460258005"
"Rhode Island","2021-05-10","996123","94.03","585277",,"441665","41.69","0.058960676","0.05889638264973951","0.032997966",,"0.0931977","0.09307809718691629"
"Rhode Island","2021-05-11","1006992","95.06","587319",,"450262","42.5","0.062848926","0.0628353930969785","0.034161568",,"0.099745035","0.09961190168175937"
"Rhode Island","2021-05-12","1011728","95.5","589180",,"453167","42.78","0.0634712","0.06347438752783963","0.034033656",,"0.10077214","0.10087490425365098"
"Rhode Island","2021-05-13","1020874","96.37","591296",,"460011","43.42","0.0658586","0.06592194167218257","0.03312564",,"0.106761456","0.10680596912937323"
"Rhode Island","2021-05-14","1035263","97.73","593817",,"471623","44.52","0.06900513","0.0690221325413869","0.033445954",,"0.1118176","0.11188812332077114"
"Rhode Island","2021-05-15","1049272","99.05","597301",,"481912","45.49","0.07374585","0.07382917445531034","0.033703923",,"0.121114016","0.12099560567931977"
"Rhode Island","2021-05-16","1063244","100.37","601520",,"491332","46.38","0.07604468","0.07612311296860774","0.03329277",,"0.12567413","0.1257281812649329"
"Rhode Island","2021-05-17","1073731","101.36","604806",,"498493","47.06","0.077910066","0.0779538510087372","0.033367157",,"0.12866771","0.12880790053468494"
"Rhode Island","2021-05-18","1083323","102.26","607256",,"505752","47.74","0.075801015","0.07574165933337329","0.0339458",,"0.1232394","0.12329415714039516"
"Rhode Island","2021-05-19","1087532","102.66","609063",,"508155","47.97","0.0749253","0.07497386033622377","0.033746958",,"0.121341586","0.12131840160596363"
"Rhode Island","2021-05-20","1097137","103.57","613623",,"513205","48.44","0.07470369","0.07471204415092059","0.037759423",,"0.11563635","0.1156148923700826"
"Rhode Island","2021-05-21","1104926","104.3","617140",,"517581","48.86","0.06729019","0.06722606212788107","0.03927636",,"0.09744644","0.09748429043916351"
"Rhode Island","2021-05-22","1115126","105.26","622575",,"522443","49.32","0.062761664","0.0626956298458401","0.042313695",,"0.08410454","0.08419432171519481"
"Rhode Island","2021-05-23","1121895","105.9","625771",,"526132","49.67","0.05516231","0.05509615946875468","0.040316224",,"0.07082784","0.07093570868791099"
"Rhode Island","2021-05-24","1128287","106.51","629924",,"528534","49.89","0.05080974","0.05080901870787757","0.04153073",,"0.060263634","0.06013598363043848"
"Rhode Island","2021-05-25","1130311","106.7","630987",,"529682","50.0","0.043373942","0.04341870671075876","0.03907907",,"0.047315717","0.0473397570171763"
"Rhode Island","2021-05-26","1134400","107.08","633106",,"531736","50.19","0.043095708","0.04305476165063982","0.03947544",,"0.046405077","0.04627889569958277"
"Rhode Island","2021-05-27","1141962","107.8","636602",,"536009","50.6","0.04085636","0.040841972113139224","0.03744805",,"0.04443443","0.04459121540299549"
"Rhode Island","2021-05-28","1147759","108.34","639228",,"539299","50.91","0.03876555","0.03873438483116609","0.03579092",,"0.041960597","0.041956607601557616"
"Rhode Island","2021-05-29","1154089","108.94","642092",,"542834","51.24","0.03494048","0.03496107202552001","0.031348825",,"0.039030075","0.03892947442146788"
"Rhode Island","2021-05-30","1159456","109.45","644533",,"545968","51.54","0.03347993","0.033522161928632555","0.02998221",,"0.037701607","0.03764849839998674"
"Rhode Island","2021-05-31",,,,,,,,,,,,
"Rhode Island","2021-06-01","1163595","109.84","646437",,"548366","51.76","0.029446721","0.02942826933355791","0.024485469",,"0.03527403","0.03519996643066414"
"Rhode Island","2021-06-02","1166826","110.14","648078",,"549970","51.92","0.028584242","0.028576759335528834","0.0236485",,"0.034291506","0.03446898125015574"
"Rhode Island","2021-06-03","1170969","110.54","649761",,"552367","52.14","0.025400996","0.02541744819598657","0.020670652",,"0.030518174","0.03043477054641186"
"Rhode Island","2021-06-04","1174718","110.89","651240",,"554711","52.36","0.023488402","0.023537007473217963","0.018791437",,"0.028577805","0.028481646245365644"
"Rhode Island","2021-06-05","1181278","111.51","653575",,"559040","52.77","0.023558855","0.02359098711428742","0.017883778",,"0.029854417","0.029859493711234864"
"Rhode Island","2021-06-06","1181302","111.51","653852",,"559384","52.8","0.018841624","0.01882139914326597","0.014458537",,"0.02457285","0.0244470166290367"
"Rhode Island","2021-06-07","1191402","112.46","657368",,"565845","53.41",,,,,,
"Rhode Island","2021-06-08","1193937","112.7","658185",,"567659","53.59","0.026076078","0.026037845486545752","0.018173456",,"0.035182714","0.035355489810430685"
"Rhode Island","2021-06-09","1197274","113.02","659375",,"569845","53.79","0.026094675","0.026148507745291427","0.017431498",,"0.036138296","0.036016966785965776"
"Rhode Island","2021-06-10","1197352","113.03","659532",,"570000","53.81","0.022530913","0.022525771479074308","0.015037894",,"0.03192258","0.032029178620847976"
"Rhode Island","2021-06-11","1202943","113.55","661100",,"573852","54.17","0.02402699","0.02398776311441808","0.015140295",,"0.0345062","0.03456833783318025"
"Rhode Island","2021-06-12","1208840","114.11","662264",,"578327","54.59","0.023332357","0.02331629997624929","0.013294578",,"0.03450024","0.03448929605055695"
"Rhode Island","2021-06-13","1217268","114.91","664618",,"584049","55.13","0.030446053","0.030490571806200073","0.016465545",,"0.044093132","0.044128808108243156"
"Rhode Island","2021-06-14","1222346","115.39","666384",,"587390","55.45","0.025972724","0.026053702557784497","0.013715267",,"0.038075805","0.03819510883616273"
"Rhode Island","2021-06-15","1226167","115.75","667199",,"590495","55.74","0.026994705","0.0270629991126885","0.01369524",,"0.040228367","0.040119456586430235"
"Rhode Island","2021-06-16","1226183","115.75","667269",,"590578","55.75","0.024145722","0.024155016811183927","0.0119719505",,"0.03638363","0.036437999628183615"
"Rhode Island","2021-06-17","1236452","116.72","670583",,"597441","56.4","0.03265536","0.032646210923676255","0.01675582",,"0.048142076","0.04813234576991077"
"Rhode Island","2021-06-18","1241067","117.15","672094",,"600542","56.69","0.031692266","0.031704108550232535","0.016629815",,"0.04651022","0.04652018878916353"
"Rhode Island","2021-06-19","1244088","117.44","673280",,"602427","56.87","0.029158473","0.02918238928583161","0.016633868",,"0.041671872","0.04176587162272871"
"Rhode Island","2021-06-20","1244118","117.44","673383",,"602530","56.88","0.022057533","0.022017252122585207","0.0131880045",,"0.031642914","0.031743171923004354"
"Rhode Island","2021-06-21","1251082","118.1","675573",,"607185","57.32","0.023508906","0.02348555744970171","0.013789296",,"0.03369987","0.033724070240292336"
"Rhode Island","2021-06-22","1252559","118.24","676063",,"608186","57.41","0.021523952","0.021511860594121135","0.0132853985",,"0.02995956","0.029960528299463718"
"Rhode Island","2021-06-23","1254789","118.45","677042",,"609441","57.53","0.023329258","0.02332610754420905","0.014646292",,"0.031939864","0.031928229225056004"
"Rhode Island","2021-06-24","1258124","118.76","678329",,"611525","57.73","0.01752758","0.017477742770994453","0.011551142",,"0.023573875","0.023581552167310837"
"Rhode Island","2021-06-25","1260755","119.01","679261",,"613144","57.88","0.015863776","0.01587709890081479","0.010663629",,"0.020984411","0.020991375341598895"
"Rhode Island","2021-06-26","1264054","119.32","680492",,"615250","58.08","0.01604867","0.016008171788353343","0.010711789",,"0.021285534","0.021276627941879456"
"Rhode Island","2021-06-27","1268005","119.7","681690",,"618016","58.34","0.019199967","0.019243843224133084","0.012336254",,"0.025701642","0.025668075819055725"
"Rhode Island","2021-06-28","1273043","120.17","682871",,"621971","58.71","0.017553568","0.017527503547377865","0.010802627",,"0.024351716","0.024249809568608782"
"Rhode Island","2021-06-29","1274182","120.28","683333",,"622705","58.78","0.017263055","0.017253034330995343","0.010753393",,"0.023872614","0.023863417162460765"
"Rhode Island","2021-06-30","1276058","120.46","684276",,"623797","58.88","0.01695025","0.016969177581027006","0.010684729",,"0.023555994","0.023466036296110326"
"Rhode Island","2021-07-01","1278902","120.72","685515",,"625477","59.04","0.016515017","0.016503883636772576","0.010593653",,"0.022815108","0.022691857189110376"
"Rhode Island","2021-07-02","1281273","120.95","686515",,"626835","59.17","0.016274333","0.016301125520898907","0.010679245",,"0.022329211","0.022287459726076486"
"Rhode Island","2021-07-03","1282001","121.02","686889",,"627261","59.21","0.014197946","0.01424737381047958","0.009400606",,"0.01952219","0.019455907101801895"
"Rhode Island","2021-07-04","1284036","121.21","687840",,"628408","59.32","0.012642741","0.012614862861091591","0.00902164",,"0.016815066","0.016798074988416456"
"Rhode Island","2021-07-05",,,,,,,,,,,,
"Rhode Island","2021-07-06","1286436","121.44","688993",,"629683","59.44","0.009617209","0.009644183915914928","0.0082829",,"0.011205912","0.0112282855853858"
"Rhode Island","2021-07-07","1286829","121.47","689190",,"629893","59.46","0.008440852","0.008384536117409302","0.007181287",,"0.00977242","0.00985052792922314"
"Rhode Island","2021-07-08","1288950","121.67","690076",,"631171","59.58","0.007856727","0.007869434799083086","0.006653428",,"0.009103417","0.009146372477213616"
"Rhode Island","2021-07-09","1291234","121.89","691039",,"632494","59.71","0.007774353","0.007771801485311647","0.0065897703",,"0.009027839","0.009126230935823099"
"Rhode Island","2021-07-10","1293080","122.06","691950",,"633445","59.8","0.008641958","0.008593600715532501","0.0073679686",,"0.009858727","0.00996452013275717"
"Rhode Island","2021-07-11","1295061","122.25","692822",,"634546","59.9","0.008586168","0.008580150152627697","0.007242918",,"0.009767532","0.009777503807803622"
"Rhode Island","2021-07-12","1296707","122.4","693578",,"635432","59.98",,,,,,
"Rhode Island","2021-07-13","1297715","122.5","694078",,"635990","60.04","0.008767605","0.008728590250329349","0.0073803663",,"0.010016203","0.01009422805395932"
"Rhode Island","2021-07-14","1299207","122.64","694787",,"636712","60.1","0.009618998","0.009632002878475765","0.008121133",,"0.010825634","0.010763512851010626"
"Rhode Island","2021-07-15","1301351","122.84","695745",,"637844","60.21","0.009621024","0.009616144800613347","0.00821507",,"0.0105724335","0.010574002760534773"
"Rhode Island","2021-07-16","1303331","123.03","696669",,"638838","60.3","0.009368539","0.009352685038123587","0.0081471205",,"0.01003015","0.009881079166982776"
"Rhode Island","2021-07-17","1305234","123.21","697578",,"639822","60.4","0.009399295","0.009421588435791106","0.008133531",,"0.0100672245","0.010033470332423189"
"Rhode Island","2021-07-18","1307002","123.38","698364",,"640746","60.48","0.009220362","0.009243331316302505","0.007999182",,"0.009770751","0.009682797032326107"
"Rhode Island","2021-07-19","1308305","123.5","699030",,"641412","60.55","0.008944154","0.008986928104575131","0.007860661",,"0.009410977","0.009503155002676733"
"Rhode Island","2021-07-20","1309194","123.58","699536",,"641930","60.6","0.008845568","0.00881634147799737","0.007863641",,"0.009339809","0.009327089842123604"
"Rhode Island","2021-07-21","1310650","123.72","700241",,"642602","60.66","0.008807659","0.008806272184467723","0.007849932",,"0.009250641","0.009317801121665692"
"Rhode Island","2021-07-22","1313042","123.95","701411",,"643774","60.77","0.008983731","0.009036119734957548","0.008143783",,"0.009296894","0.009300788204013699"
"Rhode Island","2021-07-23","1315071","124.14","702499",,"644669","60.85","0.009007692","0.009022184748828987","0.008368373",,"0.009127498","0.009121036055076193"
"Rhode Island","2021-07-24","1317086","124.33","703706",,"645438","60.93","0.00908041","0.009090186113584142","0.008784652",,"0.008777499","0.008774839489665176"
"Rhode Island","2021-07-25","1319080","124.52","704752",,"646326","61.01","0.009240985","0.0092397199146248","0.009147048",,"0.008708596","0.008763199760800422"
"Rhode Island","2021-07-26","1320594","124.66","705629",,"646941","61.07","0.009393096","0.009392742203314874","0.009440184",,"0.008620024","0.00858793880799702"
"Rhode Island","2021-07-27","1321618","124.76","706269",,"647300","61.1","0.009489775","0.009548487912530046","0.009624958",,"0.008365393","0.008250799902988382"
"Rhode Island","2021-07-28","1322996","124.89","707174",,"647856","61.16","0.009419799","0.00945683308800871","0.009900928",,"0.008176088","0.008242661513552907"
"Rhode Island","2021-07-29","1325135","125.09","708882",,"648934","61.26","0.009209871","0.009197227413397568","0.01065135",,"0.008015275","0.008063161453566003"
"Rhode Island","2021-07-30","1327428","125.3","712633",,"650713","61.43","0.009396434","0.009344313289494144","0.014425635",,"0.009375334","0.00953164018366115"
"Rhode Island","2021-07-31","1329473","125.5","713873",,"651498","61.5","0.009404898","0.00941043995817581","0.014447808",,"0.009388924","0.009354997538158605"
"Rhode Island","2021-08-01","1331347","125.67","715048",,"652187","61.56","0.009299636","0.00923544947755639","0.014609337",,"0.009068131","0.009014938096886027"
"Rhode Island","2021-08-02","1332993","125.83","716037",,"652871","61.63","0.009388924","0.00938554332628505","0.014750004",,"0.009166241","0.00916982263165611"
"Rhode Island","2021-08-03","1334034","125.93","716653",,"653324","61.67","0.0093945265","0.009378008217183265","0.0147025585",,"0.009306312","0.009328938935275088"
"Rhode Island","2021-08-04","1335521","126.07","717532",,"653856","61.72","0.009467125","0.009448312073218279","0.014647007",,"0.00926137","0.009156331273759477"
"Rhode Island","2021-08-05","1337970","126.3","721067",,"655569","61.88","0.009685755","0.009673059810998641","0.017189026",,"0.010224462","0.010120814040405435"
"Rhode Island","2021-08-06","1340258","126.52","722429",,"656423","61.96","0.009665251","0.009736605291830847","0.013746262",,"0.008774996","0.008627691428823914"
"Rhode Island","2021-08-07","1342273","126.71","723610",,"657237","62.04","0.009627819","0.009641426967909705","0.0136396885",,"0.00880897","0.008780502691501546"
"Rhode Island","2021-08-08","1344564","126.92","725015",,"658114","62.12","0.009927511","0.009946671193962864","0.013938904",,"0.00908792","0.009096798763560177"
"Rhode Island","2021-08-09","1346164","127.07","726004",,"658743","62.18","0.009880781","0.009854563258556936","0.013919711",,"0.0089941025","0.008924230166733382"
